seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0,abs,1,0.9,0.5,0.6428571428571429,0.2544338665249118,0.3082260490530947
1,abs,1,0.8888888888888888,0.5333333333333333,0.6666666666666667,0.2641107300342969,0.3181068699583799
2,abs,1,0.8,0.5217391304347826,0.6315789473684211,0.2816207480982224,0.3593236486291668
3,abs,1,0.7391304347826086,0.4657534246575342,0.5714285714285714,0.24946498019893493,0.3352172725232473
4,abs,1,0.5571428571428572,0.5652173913043478,0.5611510791366906,0.2423650850837432,0.3271672294455736
