direction,train_domain,test_domain,seed,mode,best_epoch,val_F1,cross_P,cross_R,cross_F1,cross_attn_iou,cross_attn_gap
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,10,none,65,0.7623318385650224,0.22554347826086957,0.17078189300411523,0.1943793911007026,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,10,abs,50,0.7264957264957265,0.1414027149321267,0.257201646090535,0.18248175182481752,0.12963053345697692,0.16697007844486964
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,11,none,80,0.7203389830508474,0.14783821478382148,0.21810699588477367,0.17622610141313383,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,11,abs,70,0.7105263157894738,0.10893512851897184,0.1831275720164609,0.13660782808902533,0.15995069858663283,0.24688714643501575
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,12,none,65,0.7174887892376682,0.10628019323671498,0.13580246913580246,0.11924119241192412,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,12,abs,45,0.6916666666666667,0.1368421052631579,0.2139917695473251,0.16693418940609953,0.13969871744225856,0.17369192527027888
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,13,none,50,0.7445887445887447,0.14722222222222223,0.21810699588477367,0.17578772802653397,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,13,abs,65,0.8037383177570092,0.16036036036036036,0.1831275720164609,0.17098943323727184,0.15511679595949113,0.24007963493597984
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,14,none,45,0.7210300429184548,0.0855614973262032,0.09876543209876543,0.09169054441260743,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,14,abs,70,0.7657657657657656,0.12544378698224853,0.21810699588477367,0.15927873779113447,0.14695799007317198,0.2069238998703223
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,15,none,80,0.7288888888888888,0.04772234273318872,0.09053497942386832,0.0625,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,15,abs,80,0.7610619469026549,0.10235131396957123,0.1522633744855967,0.12241521918941274,0.14407666956180323,0.2794005687453977
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,16,none,65,0.6723404255319149,0.1005586592178771,0.1111111111111111,0.10557184750733138,nan,nan
