seed,lr,lam_att,best_epoch,val_P,val_R,val_F1,val_attn_iou
13,0.0002,1.0,145,0.7682926829268293,0.9,0.8289473684210527,0.5697269948350374
13,0.0002,3,130,0.9090909090909091,0.8571428571428571,0.8823529411764706,0.6325257356764064
13,0.0002,5,110,0.775,0.8857142857142857,0.8266666666666667,0.641076180151769
13,0.0002,7,95,0.921875,0.8428571428571429,0.880597014925373,0.6333401346663946
13,0.0002,10,135,0.8051948051948052,0.8857142857142857,0.8435374149659864,0.6692101464219427
13,0.0005,0.1,150,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.5635072908672295
13,0.0005,0.3,150,0.8493150684931506,0.8857142857142857,0.8671328671328671,0.598750895873861
13,0.0005,0.5,125,0.7701149425287356,0.9571428571428572,0.8535031847133758,0.5442075443566423
13,0.0005,0.7,105,0.7974683544303798,0.9,0.8456375838926175,0.5952822414503502
13,0.0005,1.0,145,0.8450704225352113,0.8571428571428571,0.851063829787234,0.6398697968041034
13,0.0005,3,150,0.7848101265822784,0.8857142857142857,0.8322147651006712,0.6881828204871204
13,0.0005,5,85,0.8266666666666667,0.8857142857142857,0.8551724137931035,0.6694275529461103
13,0.0005,7,150,0.7866666666666666,0.8428571428571429,0.8137931034482757,0.7144053601340034
13,0.0005,10,150,0.7303370786516854,0.9285714285714286,0.8176100628930818,0.7067881835323696
13,0.001,0.1,125,0.6818181818181818,0.8571428571428571,0.759493670886076,0.4237599510104103
13,0.001,0.3,95,0.7590361445783133,0.9,0.8235294117647058,0.5558593381729047
13,0.001,0.5,150,0.759493670886076,0.8571428571428571,0.8053691275167785,0.6105519652505562
13,0.001,0.7,150,0.7692307692307693,0.8571428571428571,0.8108108108108107,0.5488287517381538
13,0.001,1.0,70,0.7808219178082192,0.8142857142857143,0.7972027972027972,0.5433595557612216
13,0.001,3,120,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.7050871219707591
13,0.001,5,120,0.7777777777777778,0.8,0.7887323943661971,0.7073044200041503
13,0.001,7,150,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.7099427381572098
13,0.001,10,145,0.7362637362637363,0.9571428571428572,0.8322981366459627,0.6954390451832907
14,0.0002,0.1,125,0.6521739130434783,0.8571428571428571,0.7407407407407407,0.4550721971856893
14,0.0002,0.3,110,0.7945205479452054,0.8285714285714286,0.8111888111888111,0.5084293742261168
14,0.0002,0.5,140,0.7402597402597403,0.8142857142857143,0.7755102040816325,0.6319329369334243
14,0.0002,0.7,130,0.7307692307692307,0.8142857142857143,0.7702702702702704,0.6442959614817726
14,0.0002,1.0,120,0.7307692307692307,0.8142857142857143,0.7702702702702704,0.5562355774054379
14,0.0002,3,145,0.7910447761194029,0.7571428571428571,0.7737226277372262,0.7114005856811068
14,0.0002,5,135,0.6829268292682927,0.8,0.736842105263158,0.6520718513982445
14,0.0002,7,150,0.7037037037037037,0.8142857142857143,0.7549668874172185,0.6878113245908305
14,0.0002,10,130,0.6867469879518072,0.8142857142857143,0.7450980392156863,0.7326025744167337
14,0.0005,0.1,150,0.7294117647058823,0.8857142857142857,0.7999999999999998,0.6176772867420349
14,0.0005,0.3,130,0.7887323943661971,0.8,0.7943262411347518,0.6831811052680137
14,0.0005,0.5,150,0.7441860465116279,0.9142857142857143,0.8205128205128205,0.6264283621447407
14,0.0005,0.7,130,0.8656716417910447,0.8285714285714286,0.8467153284671534,0.7360071834780006
