train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.5,10,none,-,0.7239583333333334,0.7354497354497355,0.7296587926509187,nan,nan
0.5,10,abs,1,0.715,0.7566137566137566,0.7352185089974294,0.38380457588170647,0.561607456319337
0.5,11,none,-,0.6476190476190476,0.7861271676300579,0.7101827676240209,nan,nan
0.5,11,abs,1,0.7975460122699386,0.7514450867052023,0.7738095238095237,0.3021273547740133,0.3398903231239134
0.5,12,none,-,0.6083333333333333,0.8111111111111111,0.6952380952380952,nan,nan
0.5,12,abs,1,0.6620370370370371,0.7944444444444444,0.7222222222222223,0.3567066274598507,0.5805053843594179
0.5,13,none,-,0.6829268292682927,0.7526881720430108,0.7161125319693095,nan,nan
0.5,13,abs,1,0.7472527472527473,0.7311827956989247,0.7391304347826086,0.33666904932094355,0.40771983269880324
0.5,14,none,-,0.6948356807511737,0.8,0.7437185929648242,nan,nan
0.5,14,abs,1,0.7109004739336493,0.8108108108108109,0.7575757575757576,0.36019417475728155,0.46120246713678165
0.5,15,none,-,0.536,0.7613636363636364,0.6291079812206574,nan,nan
0.5,15,abs,1,0.7666666666666667,0.7840909090909091,0.7752808988764045,0.35493362976525206,0.4449862218201653
0.5,16,none,-,0.6116071428571429,0.8011695906432749,0.6936708860759494,nan,nan
0.5,16,abs,1,0.7740112994350282,0.8011695906432749,0.7873563218390804,0.3354600879058557,0.4003576119313238
0.5,17,none,-,0.6769911504424779,0.8360655737704918,0.7481662591687042,nan,nan
0.5,17,abs,1,0.8324022346368715,0.8142076502732241,0.8232044198895027,0.3570046439628483,0.4219061439493444
0.5,18,none,-,0.5274725274725275,0.7868852459016393,0.6315789473684211,nan,nan
0.5,18,abs,1,0.7213930348258707,0.7923497267759563,0.7552083333333333,0.3277827022920096,0.3802824108681558
0.5,19,none,-,0.640625,0.7235294117647059,0.6795580110497237,nan,nan
0.5,19,abs,1,0.7058823529411765,0.7764705882352941,0.7394957983193278,0.3472405598098759,0.4186987270297278
