invert_aug,seed,map50,map50_95
True,0,0.5613355732913001,0.2647205269952012
True,1,0.5035492558454427,0.2315453962229988
True,2,0.4420355736346582,0.20428084038074035
True,3,0.6415541577212704,0.33070095496873086
True,4,0.5002891461259419,0.24073067713552376
False,0,0.5133512601564103,0.21158832134192104
False,1,0.4530232626753609,0.19740166086403602
False,2,0.37124569815679737,0.17603320187228638
False,3,0.6100503774463257,0.2717802560586698
False,4,0.5117770691627904,0.20523494163728864
