train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.8,10,none,-,0.987012987012987,0.7450980392156863,0.8491620111731845,nan,nan
0.8,10,abs,1,0.9873417721518988,0.7647058823529411,0.861878453038674,0.2977881911181388,0.539691230364042
0.8,11,none,-,1.0,0.6631578947368421,0.7974683544303798,nan,nan
0.8,11,abs,1,0.8974358974358975,0.7368421052631579,0.8092485549132948,0.3257850629334703,0.35699141009019747
0.8,12,none,-,0.9838709677419355,0.648936170212766,0.782051282051282,nan,nan
0.8,12,abs,1,0.9436619718309859,0.7127659574468085,0.8121212121212121,0.34714479556638167,0.40287141996761044
0.8,13,none,-,0.9814814814814815,0.6162790697674418,0.757142857142857,nan,nan
0.8,13,abs,1,0.9649122807017544,0.6395348837209303,0.7692307692307693,0.3910638925443572,0.5116984605759618
0.8,14,none,-,0.9857142857142858,0.7666666666666667,0.8625,nan,nan
0.8,14,abs,1,0.9367088607594937,0.8222222222222222,0.8757396449704142,0.3744344963168242,0.49854152164334664
0.8,15,none,-,0.9743589743589743,0.7378640776699029,0.839779005524862,nan,nan
0.8,15,abs,1,1.0,0.7378640776699029,0.8491620111731844,0.3867038181347183,0.49422912384034134
0.8,16,none,-,0.9210526315789473,0.7,0.7954545454545453,nan,nan
0.8,16,abs,1,0.9452054794520548,0.69,0.7976878612716762,0.3152734493505061,0.3919542247422214
0.8,17,none,-,0.9444444444444444,0.6938775510204082,0.7999999999999999,nan,nan
0.8,17,abs,1,0.8961038961038961,0.7040816326530612,0.7885714285714286,0.3685595178616038,0.44288011491062207
0.8,18,none,-,1.0,0.6835443037974683,0.8120300751879699,nan,nan
0.8,18,abs,1,0.9,0.6835443037974683,0.776978417266187,0.37536829699469654,0.46244549152574366
0.8,19,none,-,0.9710144927536232,0.6767676767676768,0.7976190476190476,nan,nan
0.8,19,abs,1,0.9871794871794872,0.7777777777777778,0.8700564971751413,0.385799401105177,0.4902704922160843
