train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.7,10,none,-,0.7578125,0.8738738738738738,0.8117154811715481,nan,nan
0.7,10,abs,0.7,0.7787610619469026,0.7927927927927928,0.7857142857142857,0.3820162276314327,0.4385286053358279
0.7,11,none,-,0.5912408759124088,0.8181818181818182,0.6864406779661016,nan,nan
0.7,11,abs,0.7,0.7766990291262136,0.8080808080808081,0.792079207920792,0.38682983682983685,0.456983771135325
0.7,12,none,-,0.6532258064516129,0.7570093457943925,0.7012987012987013,nan,nan
0.7,12,abs,0.7,0.6713286713286714,0.897196261682243,0.768,0.38116303960042813,0.6787260426648867
0.7,13,none,-,0.7099236641221374,0.7948717948717948,0.7499999999999999,nan,nan
0.7,13,abs,0.7,0.782608695652174,0.7692307692307693,0.7758620689655172,0.36705278981342293,0.5672424270506363
0.7,14,none,-,0.8761061946902655,0.8608695652173913,0.8684210526315789,nan,nan
0.7,14,abs,0.7,0.853448275862069,0.8608695652173913,0.8571428571428572,0.3781149628973308,0.43612355094267735
0.7,15,none,-,0.7787610619469026,0.8148148148148148,0.7963800904977375,nan,nan
0.7,15,abs,0.7,0.7870370370370371,0.7870370370370371,0.7870370370370371,0.38417901040025215,0.4867062951875473
0.7,16,none,-,0.6290322580645161,0.8297872340425532,0.7155963302752293,nan,nan
0.7,16,abs,0.7,0.7692307692307693,0.851063829787234,0.8080808080808081,0.40346368715083797,0.5324954495283876
0.7,17,none,-,0.7076923076923077,0.8363636363636363,0.7666666666666666,nan,nan
0.7,17,abs,0.7,0.7286821705426356,0.8545454545454545,0.7866108786610878,0.4084967320261438,0.5060066402885068
0.7,18,none,-,0.647887323943662,0.8363636363636363,0.7301587301587301,nan,nan
0.7,18,abs,0.7,0.7111111111111111,0.8727272727272727,0.7836734693877551,0.43748406289842756,0.5768947483581567
0.7,19,none,-,0.75,0.8529411764705882,0.7981651376146788,nan,nan
0.7,19,abs,0.7,0.7459016393442623,0.8921568627450981,0.8125000000000002,0.4181950812838683,0.5191846911235385
0.8,10,none,-,0.8356164383561644,0.8026315789473685,0.8187919463087249,nan,nan
0.8,10,abs,0.7,0.7386363636363636,0.8552631578947368,0.7926829268292682,0.3879037800687285,0.5527028643017711
0.8,11,none,-,0.7402597402597403,0.8769230769230769,0.8028169014084509,nan,nan
0.8,11,abs,0.7,0.8524590163934426,0.8,0.8253968253968254,0.3716409376786735,0.4220508931493339
0.8,12,none,-,0.75,0.9,0.8181818181818182,nan,nan
0.8,12,abs,0.7,0.6914893617021277,0.9285714285714286,0.7926829268292682,0.4372436423297785,0.5949254522827093
0.8,13,none,-,0.75,0.7894736842105263,0.7692307692307692,nan,nan
0.8,13,abs,0.7,0.6979166666666666,0.881578947368421,0.7790697674418604,0.40523544896168473,0.5720994129767452
0.8,14,none,-,0.7906976744186046,0.8947368421052632,0.8395061728395061,nan,nan
0.8,14,abs,0.7,0.7142857142857143,0.9210526315789473,0.8045977011494253,0.4084507042253521,0.6009738902865472
0.8,15,none,-,0.7349397590361446,0.8243243243243243,0.7770700636942676,nan,nan
0.8,15,abs,0.7,0.7261904761904762,0.8243243243243243,0.7721518987341773,0.4055500774757008,0.5623953927709835
0.8,16,none,-,0.6987951807228916,0.8923076923076924,0.7837837837837838,nan,nan
0.8,16,abs,0.7,0.8428571428571429,0.9076923076923077,0.8740740740740741,0.3622486969471333,0.4177438353226349
0.8,17,none,-,0.725,0.7837837837837838,0.7532467532467533,nan,nan
0.8,17,abs,0.7,0.8055555555555556,0.7837837837837838,0.7945205479452055,0.44265532432021876,0.578086370616505
0.8,18,none,-,0.8405797101449275,0.8055555555555556,0.8226950354609929,nan,nan
0.8,18,abs,0.7,0.7191011235955056,0.8888888888888888,0.7950310559006211,0.43581445523193096,0.5483644878045104
0.8,19,none,-,0.6629213483146067,0.9076923076923077,0.7662337662337663,nan,nan
0.8,19,abs,0.7,0.75,0.8307692307692308,0.7883211678832116,0.4191474966170501,0.5332885362844609
