hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou
1.5,0.5,0.0005,0.1,1.036559,0.1963120747058224,0.2140692894186043,0.7029652200495025,0.32819542468313934,0.2116250517211907
1.5,0.5,0.0005,0.2,1.036559,0.3812855268911237,0.5161888093889947,0.5933201195160193,0.5520734409623298,0.34918184350324183
1.5,0.5,0.0005,0.3,1.036559,0.3820522445734979,0.6010560689223928,0.5118480608230038,0.5528767035741106,0.34941680898532246
1.5,0.5,0.001,0.1,0.846422,0.20472320691711038,0.22574209970659292,0.6873748878304687,0.3398676239349578,0.22620237947898014
1.5,0.5,0.001,0.2,0.846422,0.3146563470867172,0.38742366284142005,0.6262067469356764,0.4786898839137646,0.2929791791641706
1.5,0.5,0.001,0.3,0.846422,0.355973045209665,0.4748739710292898,0.5870682089360905,0.5250444269039629,0.33522147197595253
1.5,1.0,0.0005,0.1,1.006178,0.2275466897754669,0.24056531748455448,0.8078671518307053,0.37073406929570707,0.22037996129666346
1.5,1.0,0.0005,0.2,1.006178,0.4445275995366454,0.5665809555408096,0.6735792681122977,0.615464321594457,0.3799548599231593
1.5,1.0,0.0005,0.3,1.006178,0.4724690067647998,0.641588471849866,0.6418858286739836,0.6417371158159367,0.39473576129857857
1.5,1.0,0.001,0.1,0.921409,0.22821437603773792,0.24036643590701284,0.8186452878935795,0.3716197766288413,0.2184907667386637
1.5,1.0,0.001,0.2,0.921409,0.3569883108577027,0.3979793076246245,0.7760849628731178,0.5261479527882793,0.32011031798529854
1.5,1.0,0.001,0.3,0.921409,0.4474562746789174,0.5248943521411759,0.7520437042077133,0.6182656878919187,0.39089072646974754
1.5,2.0,0.0005,0.1,0.984737,0.16792090895676554,0.18281565017630946,0.6733130195544774,0.2875552747946936,0.15704936624468707
1.5,2.0,0.0005,0.2,0.984737,0.3255811425558859,0.42042025181421333,0.5907168002839984,0.49122778244736465,0.32122527750422275
1.5,2.0,0.0005,0.3,0.984737,0.3648326059100163,0.51733552237154,0.5530968651697581,0.5346188306613036,0.3432562015671654
1.5,2.0,0.001,0.1,0.883873,0.2770592334011627,0.29935613878037176,0.7881253143212141,0.4339019305522378,0.2624829020655452
1.5,2.0,0.001,0.2,0.883873,0.404191632972303,0.47257837913096307,0.736364622469406,0.5756929801906538,0.3679425028358432
1.5,2.0,0.001,0.3,0.883873,0.4496617092258286,0.5501808249278989,0.7110808705341735,0.6203677814818798,0.3884820550808865
2.0,0.5,0.0005,0.1,0.941543,0.1957144338696939,0.21134380303408826,0.7257639854450788,0.3273598249312802,0.209495895173441
2.0,0.5,0.0005,0.2,0.941543,0.3902191494085186,0.5223918618276921,0.606652269522429,0.5613778943766397,0.347453748787212
2.0,0.5,0.0005,0.3,0.941543,0.3522709906164991,0.6101244044467973,0.45460462089163683,0.5210065039639711,0.3500249794872996
2.0,0.5,0.001,0.1,0.88402,0.26443239756034137,0.284138896944918,0.7922176532654892,0.4182626102756469,0.26229437072164324
2.0,0.5,0.001,0.2,0.88402,0.37957813154804093,0.44399661099007504,0.7234663590016666,0.5502814561464697,0.33942334015730624
2.0,0.5,0.001,0.3,0.88402,0.43192082368518103,0.5274928932698343,0.704483822934848,0.6032747293577209,0.3630660106533391
2.0,1.0,0.0005,0.1,1.009446,0.17511410205452227,0.18560782148875588,0.7559388219980475,0.2980376148126549,0.17723401620450535
2.0,1.0,0.0005,0.2,1.009446,0.3803320403762899,0.4698771717508937,0.6661933358972083,0.5510732624486616,0.3268780783693798
2.0,1.0,0.0005,0.3,1.009446,0.30453352315700494,0.5511050279779397,0.4049936396177854,0.4668849328149513,0.29957588418204517
2.0,1.0,0.001,0.1,0.915008,0.22605740181268882,0.24579851256175758,0.7378536421816604,0.36875500523624716,0.21538045511767698
2.0,1.0,0.001,0.2,0.915008,0.37146987482132804,0.4516840469795123,0.6765573075368064,0.5417105860523874,0.3373011661214208
2.0,1.0,0.001,0.3,0.915008,0.4273980313105398,0.5596472584543133,0.6439566507903638,0.5988491253811413,0.3704076080825366
2.0,2.0,0.0005,0.1,1.017873,0.19086058953058976,0.2023925838194781,0.7700993008510093,0.32054228884310076,0.19140214315971202
2.0,2.0,0.0005,0.2,1.017873,0.42137849030300545,0.5785133271412086,0.6080525397154098,0.592915248370161,0.3684937395351549
2.0,2.0,0.0005,0.3,1.017873,0.3150158182128013,0.5588590956887487,0.41927245116311174,0.4791057473984303,0.3173499649661588
2.0,2.0,0.001,0.1,0.929769,0.20914112691636766,0.24616687950188212,0.5816742103758049,0.34593336089681,0.21499700346756828
2.0,2.0,0.001,0.2,0.929769,0.299982865070723,0.40568096875467186,0.5351793233342208,0.4615181832483662,0.312668239739086
2.0,2.0,0.001,0.3,0.929769,0.3193399816804923,0.4800674922180309,0.48818152235008727,0.4840905090645963,0.3172205493115327
2.5,0.5,0.0005,0.1,0.902101,0.2190318948828141,0.2514877785397306,0.6292439527063672,0.3593538377498642,0.20428248501917756
2.5,0.5,0.0005,0.2,0.902101,0.3345139990121403,0.4952468007312614,0.5075585007247877,0.5013270737658213,0.3200901391650645
2.5,0.5,0.0005,0.3,0.902101,0.3748239396407988,0.6218517115068839,0.48547959254109596,0.5452682759346325,0.3511391136417132
2.5,0.5,0.001,0.1,0.904592,0.2106027699142949,0.24738638255368736,0.586160991627962,0.3479304279622698,0.20107584669206055
2.5,0.5,0.001,0.2,0.904592,0.33895292541550054,0.5086334729948946,0.5039789367807591,0.5062955074545545,0.3203438341599888
2.5,0.5,0.001,0.3,0.904592,0.358728358660316,0.6059123994381305,0.4678973266672583,0.5280354330927726,0.341853235130294
2.5,1.0,0.0005,0.1,0.919538,0.19776234758736674,0.22364906441417504,0.630801999822501,0.33021967669248614,0.2202772813200689
2.5,1.0,0.0005,0.2,0.919538,0.338674975016166,0.4561050723203471,0.5681152560423631,0.5059853681242918,0.32575855386113917
2.5,1.0,0.0005,0.3,0.919538,0.3786722283142331,0.580904423163612,0.521008983423562,0.5493288695272455,0.33441877349656784
2.5,1.0,0.001,0.1,0.912891,0.24149202953194326,0.2726214468698403,0.6789634056148862,0.3890351670207476,0.2397788270934773
2.5,1.0,0.001,0.2,0.912891,0.32256111684319133,0.4089634919575519,0.604236310386652,0.4877825496837672,0.3078799754932775
2.5,1.0,0.001,0.3,0.912891,0.36476010761051114,0.5078281707641785,0.5642201382520289,0.5345409872056577,0.3344463256337792
2.5,2.0,0.0005,0.1,0.896779,0.19272079559049735,0.20904519410698044,0.7116429508229053,0.3231616255924914,0.20950718995622045
2.5,2.0,0.0005,0.2,0.896779,0.35811571884879717,0.44414750026994926,0.6489759291581615,0.5273714365847307,0.3520090443971773
2.5,2.0,0.0005,0.3,0.896779,0.37330291794737497,0.5535152258328224,0.5341439122760308,0.5436570665783439,0.36171767979055386
2.5,2.0,0.001,0.1,0.878078,0.20436677877819326,0.2400675659094813,0.5788145036436608,0.33937631356042447,0.2063930460450705
2.5,2.0,0.001,0.2,0.878078,0.31201258234910084,0.43936582756660986,0.5184056641915412,0.4756243751724638,0.2875563497470147
2.5,2.0,0.001,0.3,0.878078,0.3362327325443622,0.5341763461815283,0.47571714542101784,0.5032547465053203,0.31146006631488465
