fold,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50,instance_recall,mean_vertex_dist
1,1.594482,0.37950571983595943,0.5015832715239344,0.6092659008610981,0.5502053588891062,0.37048066413864256,0.23636363636363636,0.95,6.968889895683722
2,1.709915,0.2938910241917251,0.6579139166700408,0.34690108670125325,0.45427477074479977,0.32934806656440224,0.2519480519480519,0.64,6.321377191499332
3,1.737289,0.44491938663291347,0.630128129775479,0.6021849636307468,0.6158397357650607,0.48377222859639446,0.14794875289627912,0.9,6.909944874474609
4,1.606328,0.3407997608750479,0.4134886725523306,0.659705270771178,0.508352955929275,0.37130261671681225,0.14876033057851237,0.88,6.5995542902061635
5,1.652879,0.5001970351582371,0.6366803465572275,0.7000030080917669,0.6668417860264302,0.4835221064861396,0.38973586799673754,0.8571428571428571,4.863334367155082
6,1.335823,0.34217637392733247,0.5167009001805876,0.5032424376686672,0.5098828746718177,0.3789079607083292,0.1948051948051948,0.7272727272727273,5.161364391002409
7,1.698769,0.33699370089406666,0.48174237197874686,0.5286484619879934,0.5041066396479119,0.34206293407724764,0.08181818181818182,0.6511627906976745,5.430501201658825
