fold,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1,1.191561,0.31818670874726535,0.5628370234092495,0.4226371951219512,0.48276424976193716,0.33131706086846824,0.04220779220779221
2,1.26607,0.3952340042874692,0.5491766700879112,0.5850556816696181,0.5665486980290605,0.3076428584059702,0.22880061115355235
3,1.011368,0.39608513282585056,0.5286920939491546,0.6122762639684929,0.5674226069926335,0.42946128430658925,0.10101010101010101
4,0.891441,0.413311239405997,0.6054608986053991,0.5656589001718932,0.5848835385752799,0.46416955456805237,0.0427807486631016
5,0.89969,0.38511567707490696,0.5515547523054822,0.5606745807424157,0.5560772770808513,0.3773298860747505,0.06818181818181818
6,0.937229,0.4205827797626118,0.5499480268109969,0.641313585888844,0.5921270984755901,0.4576493367925099,0.38203463203463206
7,1.328543,0.3754779066123472,0.5730101985915661,0.5213484612790584,0.5459599239032614,0.3829215448908991,0.12626262626262627
