config,bbox_P,bbox_R,bbox_F1,attn_band_iou
with_attn,0.5714285714285714,0.3389830508474576,0.42553191489361697,0.2975206611570248
no_attn,0.5540540540540541,0.3474576271186441,0.4270833333333333,nan
