train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.5,0,none,-,0.5705521472392638,0.3891213389121339,0.4626865671641791,nan,nan
0.5,0,abs,0.3,0.45348837209302323,0.4895397489539749,0.47082494969818905,0.24167168437292455,0.2960065403419747
0.5,1,none,-,0.378839590443686,0.46443514644351463,0.4172932330827067,nan,nan
0.5,1,abs,0.3,0.462406015037594,0.5146443514644351,0.4871287128712871,0.2725228635802554,0.3625926740500383
0.5,2,none,-,0.5045454545454545,0.47435897435897434,0.48898678414096913,nan,nan
0.5,2,abs,0.3,0.6336633663366337,0.5470085470085471,0.5871559633027523,0.2615143265557472,0.3005517383141645
0.5,3,none,-,0.4957983193277311,0.5244444444444445,0.509719222462203,nan,nan
0.5,3,abs,0.3,0.5911111111111111,0.5911111111111111,0.5911111111111111,0.2636261150867562,0.31405575373048933
0.5,4,none,-,0.6338797814207651,0.4978540772532189,0.5576923076923077,nan,nan
0.5,4,abs,0.3,0.2087378640776699,0.5536480686695279,0.3031727379553466,0.2119899175248307,0.2355429123927945
