hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1.5,1.0,0.0005,0.3,0.931976,0.39973016684404145,0.6168737956987856,0.5317422274738872,0.5711531783948178,0.36000931234888095,0.23798781863297994
