hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1.5,1.0,0.0005,0.4,0.970158,0.42245857036853823,0.6508848680700577,0.546231387197462,0.5939836550165187,0.34335035015049414,0.22858282068808383
