hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1.5,1.0,0.0005,0.3,0.77212,0.3991114834913243,0.58829611545918,0.5537891691675454,0.5705213461551852,0.3527414914382131,0.10606060606060606
