train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.5,10,none,-,0.6884422110552764,0.7248677248677249,0.7061855670103093,nan,nan
0.5,10,abs,0.7,0.6265560165975104,0.798941798941799,0.7023255813953487,0.38151713074366905,0.49318575311018675
0.5,11,none,-,0.7878787878787878,0.7514450867052023,0.7692307692307692,nan,nan
0.5,11,abs,0.7,0.6568627450980392,0.7745664739884393,0.7108753315649867,0.3801312715541217,0.5560480511616688
0.5,12,none,-,0.6306306306306306,0.7777777777777778,0.6965174129353233,nan,nan
0.5,12,abs,0.7,0.6322314049586777,0.85,0.7251184834123222,0.36164930649252525,0.5025530640947787
0.5,13,none,-,0.681592039800995,0.7365591397849462,0.7080103359173127,nan,nan
0.5,13,abs,0.7,0.5543478260869565,0.8225806451612904,0.6623376623376623,0.34391096979332275,0.4264167495151391
0.5,14,none,-,0.5823754789272031,0.8216216216216217,0.6816143497757847,nan,nan
0.5,14,abs,0.7,0.7109004739336493,0.8108108108108109,0.7575757575757576,0.3096641716897397,0.3658348820983845
0.5,15,none,-,0.5933609958506224,0.8125,0.6858513189448441,nan,nan
0.5,15,abs,0.7,0.676923076923077,0.75,0.7115902964959568,0.3765432098765432,0.483255322159427
0.5,16,none,-,0.6467661691542289,0.7602339181286549,0.6989247311827957,nan,nan
0.5,16,abs,0.7,0.6617647058823529,0.7894736842105263,0.72,0.3425086870613886,0.4246935088072579
0.5,17,none,-,0.7066666666666667,0.8688524590163934,0.7794117647058822,nan,nan
0.5,17,abs,0.7,0.6190476190476191,0.8524590163934426,0.7172413793103448,0.38853213615957266,0.5108551176064231
0.5,18,none,-,0.5246478873239436,0.8142076502732241,0.6381156316916488,nan,nan
0.5,18,abs,0.7,0.5,0.7978142076502732,0.6147368421052631,0.3779928446931474,0.5734542297990614
0.5,19,none,-,0.6383928571428571,0.8411764705882353,0.7258883248730964,nan,nan
0.5,19,abs,0.7,0.7741935483870968,0.8470588235294118,0.8089887640449439,0.347568988173456,0.4292945959832428
0.6,10,none,-,0.648936170212766,0.8299319727891157,0.7283582089552239,nan,nan
0.6,10,abs,0.7,0.6307692307692307,0.8367346938775511,0.7192982456140352,0.38718227538398803,0.5419927708750368
0.6,11,none,-,0.6962025316455697,0.8148148148148148,0.7508532423208192,nan,nan
0.6,11,abs,0.7,0.6171428571428571,0.8,0.696774193548387,0.3726937269372694,0.4811315059025697
0.6,12,none,-,0.7303370786516854,0.8666666666666667,0.7926829268292682,nan,nan
0.6,12,abs,0.7,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.32179875617923775,0.38940265538383184
0.6,13,none,-,0.785234899328859,0.7748344370860927,0.7799999999999999,nan,nan
