train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.5,10,none,-,0.6947368421052632,0.6984126984126984,0.6965699208443271,nan,nan
0.5,10,abs,0.7,0.7046632124352331,0.7195767195767195,0.7120418848167539,0.32824623276691245,0.3784515069952855
0.5,11,none,-,0.726775956284153,0.7687861271676301,0.7471910112359551,nan,nan
0.5,11,abs,0.7,0.6601941747572816,0.7861271676300579,0.7176781002638521,0.36269870806528787,0.5528016705804208
0.5,12,none,-,0.4716312056737589,0.7388888888888889,0.5757575757575758,nan,nan
0.5,12,abs,0.7,0.6060606060606061,0.7777777777777778,0.6812652068126521,0.3638137879570633,0.4712613248843624
0.5,13,none,-,0.7292817679558011,0.7096774193548387,0.7193460490463215,nan,nan
0.5,13,abs,0.7,0.71,0.7634408602150538,0.7357512953367875,0.35291563275434246,0.43957269042200314
0.5,14,none,-,0.7098445595854922,0.7405405405405405,0.7248677248677249,nan,nan
0.5,14,abs,0.7,0.7389162561576355,0.8108108108108109,0.7731958762886598,0.37766164452104295,0.5220611265243402
0.5,15,none,-,0.6717948717948717,0.7443181818181818,0.706199460916442,nan,nan
0.5,15,abs,0.7,0.7098445595854922,0.7784090909090909,0.7425474254742548,0.3817898486197685,0.5361440321435296
0.5,16,none,-,0.6683673469387755,0.7660818713450293,0.7138964577656677,nan,nan
0.5,16,abs,0.7,0.7972972972972973,0.6900584795321637,0.7398119122257053,0.2822366479787548,0.3292365790078818
0.5,17,none,-,0.5488721804511278,0.7978142076502732,0.6503340757238307,nan,nan
0.5,17,abs,0.7,0.7219512195121951,0.8087431693989071,0.7628865979381444,0.37732195800810797,0.4605420927916525
0.5,18,none,-,0.40978593272171254,0.73224043715847,0.5254901960784314,nan,nan
0.5,18,abs,0.7,0.5917602996254682,0.8633879781420765,0.7022222222222222,0.385371451379534,0.5428928475168239
0.5,19,none,-,0.5954545454545455,0.7705882352941177,0.6717948717948717,nan,nan
0.5,19,abs,0.7,0.7514792899408284,0.7470588235294118,0.7492625368731564,0.36828949610861783,0.5023648091478319
0.6,10,none,-,0.73125,0.7959183673469388,0.7622149837133549,nan,nan
0.6,10,abs,0.7,0.6256684491978609,0.7959183673469388,0.7005988023952094,0.36851289833080425,0.46494179738283037
0.6,11,none,-,0.8319327731092437,0.7333333333333333,0.7795275590551181,nan,nan
0.6,11,abs,0.7,0.6011560693641619,0.7703703703703704,0.6753246753246754,0.3801733886166604,0.5027696253247371
0.6,12,none,-,0.6927374301675978,0.8266666666666667,0.7537993920972645,nan,nan
0.6,12,abs,0.7,0.7903225806451613,0.6533333333333333,0.7153284671532847,0.2645904855321236,0.30801969077598335
0.6,13,none,-,0.823943661971831,0.7748344370860927,0.7986348122866894,nan,nan
0.6,13,abs,0.7,0.8028169014084507,0.7549668874172185,0.7781569965870306,0.3069239808370243,0.6314089310824673
0.6,14,none,-,0.7371428571428571,0.8431372549019608,0.7865853658536585,nan,nan
0.6,14,abs,0.7,0.7065217391304348,0.8496732026143791,0.771513353115727,0.3846696600384862,0.5728705446682681
0.6,15,none,-,0.6593406593406593,0.8391608391608392,0.7384615384615386,nan,nan
0.6,15,abs,0.7,0.7450980392156863,0.7972027972027972,0.7702702702702703,0.3642656119266753,0.45632556502500343
0.6,16,none,-,0.8181818181818182,0.7226277372262774,0.7674418604651163,nan,nan
0.6,16,abs,0.7,0.6807228915662651,0.8248175182481752,0.7458745874587458,0.3820006222775358,0.49311377978154614
0.6,17,none,-,0.6032608695652174,0.7708333333333334,0.676829268292683,nan,nan
0.6,17,abs,0.7,0.6863905325443787,0.8055555555555556,0.7412140575079872,0.40294095913692457,0.49648040460276827
0.6,18,none,-,0.6850828729281768,0.8378378378378378,0.7537993920972644,nan,nan
0.6,18,abs,0.7,0.7515527950310559,0.8175675675675675,0.7831715210355986,0.379716825814949,0.5014320166447586
0.6,19,none,-,0.6511627906976745,0.8057553956834532,0.7202572347266881,nan,nan
0.6,19,abs,0.7,0.7098765432098766,0.8273381294964028,0.7641196013289037,0.3487984564111559,0.39847329055897496
