fold,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1,1.151554,0.34595629209671946,0.5349041937477758,0.49479356168893046,0.5140676471117671,0.32654114458251393,0.08522727272727272
2,1.323812,0.2894050865188386,0.5953082282388218,0.3602873673648028,0.44889707593783457,0.2958594548966626,0.17219251336898397
3,1.189948,0.40995413800291847,0.6140000312221927,0.5522930884376668,0.5815141456779355,0.43861697009580825,0.19128787878787878
4,1.201405,0.2269341176056214,0.30668903882998344,0.4659976493987885,0.3699206246680733,0.23035292748322073,0.07761828814460393
5,1.298761,0.4463108020327844,0.6523468042803208,0.5855952512257974,0.6171713595798305,0.44517780653131783,0.15981077745783628
6,0.916999,0.3271825521841274,0.49817035564996914,0.488030504423947,0.4930483024293639,0.3833590478057912,0.0606060606060606
7,1.081312,0.316132783400258,0.5001149755676919,0.462173936141954,0.4803964879341764,0.31194593617494726,0.042602495543672014
