hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1.5,1.0,0.0005,0.3,1.006178,0.4724690067647998,0.641588471849866,0.6418858286739836,0.6417371158159367,0.39473576129857857,0.22014349287076562
