ratio,n_train,method,bbox_P,bbox_R,bbox_F1,vertex_recall,mask_iou
0.2,63,ours,0.5294117647058824,0.15254237288135594,0.23684210526315788,0.19491525423728814,0.06249647599239012
0.2,63,cnn,0.0,0.0,0.0,0.0,8.112479311031598e-05
0.2,63,yolo_scratch,0.868421052631579,0.2796610169491525,0.4230769230769231,0.15254237288135594,0.15658893727114456
0.2,63,yolo_pretrained,0.8076923076923077,0.8898305084745762,0.8467741935483871,0.7457627118644068,0.20320730643567897
