seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0,abs,1,0.8125,0.5416666666666666,0.65,0.2544338665249118,0.3082260490530947
1,abs,1,0.7142857142857143,0.6666666666666666,0.689655172413793,0.2641107300342969,0.3181068699583799
2,abs,1,0.7818181818181819,0.6231884057971014,0.6935483870967741,0.2816207480982224,0.3593236486291668
3,abs,1,0.6825396825396826,0.589041095890411,0.6323529411764707,0.24946498019893493,0.3352172725232473
4,abs,1,0.44086021505376344,0.5942028985507246,0.5061728395061729,0.2423650850837432,0.3271672294455736
