seed,bbox_P,bbox_R,bbox_F1,mAP50
0,0.6938775510204082,0.9444444444444444,0.7999999999999999,0.9377321603128056
1,0.8208955223880597,0.9166666666666666,0.8661417322834646,0.9090909090909091
2,0.7176470588235294,0.8840579710144928,0.7922077922077921,0.8552213083642385
3,0.7906976744186046,0.9315068493150684,0.8553459119496855,0.9508300157877257
4,0.7386363636363636,0.9420289855072463,0.8280254777070064,0.8503418850339141
