hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou
1.5,0.5,0.0005,0.1,0.830419,0.11837881219903691,0.12219506437931639,0.7912512696111785,0.21169716541083605,0.12471963917858553
1.5,0.5,0.0005,0.2,0.830419,0.2734342120966577,0.4296260473929907,0.42926170261022195,0.4294437977231024,0.26445230366157585
1.5,0.5,0.0005,0.3,0.830419,0.2795948264381233,0.576295817858873,0.351941149207664,0.43700524675674524,0.263738674094227
1.5,0.5,0.001,0.1,0.60781,0.17834039949298483,0.19786687842298123,0.6437692906941198,0.30269758988102413,0.17959780208134374
1.5,0.5,0.001,0.2,0.60781,0.38847473258389287,0.5713199482131481,0.5482945300712955,0.5595704746617287,0.32976955891035703
1.5,0.5,0.001,0.3,0.60781,0.29943524799303006,0.5864616978487416,0.3795816939324912,0.4608698254961238,0.2788611962694808
1.5,1.0,0.0005,0.1,0.740071,0.13756939376445515,0.14428268965674812,0.7472610912246448,0.24186549764530713,0.14283660999488781
1.5,1.0,0.0005,0.2,0.740071,0.30722310270011055,0.43018580541611734,0.5180309439990534,0.47003927954689834,0.30786710303316567
1.5,1.0,0.0005,0.3,0.740071,0.3360369469962637,0.5519719172595768,0.4620694415683026,0.5030354104379472,0.31278845610684736
1.5,1.0,0.001,0.1,0.630883,0.214525003429303,0.236938677943048,0.6939817964874913,0.35326568464803193,0.19674884056124214
1.5,1.0,0.001,0.2,0.630883,0.4050207252463697,0.57118799903218,0.5819799031644134,0.5765334531636173,0.3326814494539547
1.5,1.0,0.001,0.3,0.630883,0.33122369595714835,0.6334354659227756,0.4097663915431569,0.4976228968325249,0.31248939576330165
1.5,2.0,0.0005,0.1,0.867103,0.15408266341984275,0.16061440771272656,0.7911822422072992,0.26702188379341274,0.15619235181242314
1.5,2.0,0.0005,0.2,0.867103,0.38284417549167926,0.4977341746259028,0.6238598152037788,0.5537054460319891,0.3316857720595888
1.5,2.0,0.0005,0.3,0.867103,0.3091687109723461,0.5132055390381879,0.43745624155646934,0.4723130157040192,0.2845688735005707
1.5,2.0,0.001,0.1,0.665672,0.1602120423679146,0.16783867500031868,0.7790432801822323,0.2761771754082687,0.175615456537744
1.5,2.0,0.001,0.2,0.665672,0.33693483209161007,0.4066796572424477,0.662692660414756,0.5040407714779661,0.32217099495171897
1.5,2.0,0.001,0.3,0.665672,0.36725687494122544,0.5352946935578617,0.5391533295861314,0.5372170828645682,0.34938333643970637
2.0,0.5,0.0005,0.1,0.666706,0.14780198624016505,0.1533822002159994,0.8024731532704198,0.2575391714111202,0.16280136914150928
2.0,0.5,0.0005,0.2,0.666706,0.4028366763886652,0.5048134417603444,0.6660158368586615,0.5743172860659606,0.3438642736314539
