train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.8,10,none,-,0.7168141592920354,0.7941176470588235,0.7534883720930233,nan,nan
0.8,10,abs,0.3,0.9318181818181818,0.803921568627451,0.8631578947368421,0.21035507740307927,0.2545778029889334
0.8,10,abs,0.5,0.5637583892617449,0.8235294117647058,0.6693227091633467,0.22737748869462382,0.2697965119368746
0.8,10,abs,3,0.5894039735099338,0.8725490196078431,0.7035573122529644,0.279561210163746,0.3337927448556002
0.8,10,abs,5,0.9010989010989011,0.803921568627451,0.8497409326424871,0.2961300365637331,0.34774001987352676
0.8,11,none,-,0.9861111111111112,0.7473684210526316,0.8502994011976047,nan,nan
0.8,11,abs,0.3,0.7171717171717171,0.7473684210526316,0.7319587628865979,0.2475764546077797,0.32391317407440984
0.8,11,abs,0.5,0.8024691358024691,0.6842105263157895,0.7386363636363638,0.26429156592802766,0.33330646628183463
0.8,11,abs,3,0.9125,0.7684210526315789,0.8342857142857143,0.2921987369035885,0.3343291105402093
0.8,11,abs,5,0.9324324324324325,0.7263157894736842,0.8165680473372782,0.2980433838829923,0.3363421021476238
0.8,12,none,-,0.8985507246376812,0.6595744680851063,0.7607361963190185,nan,nan
0.8,12,abs,0.3,0.8292682926829268,0.723404255319149,0.7727272727272727,0.2818755088063887,0.3858448452730146
0.8,12,abs,0.5,0.9375,0.6382978723404256,0.759493670886076,0.2815053838869208,0.3614337708660593
0.8,12,abs,3,0.9710144927536232,0.7127659574468085,0.8220858895705521,0.2992373868289568,0.3802312948327098
0.8,12,abs,5,0.971830985915493,0.7340425531914894,0.8363636363636363,0.3221274932692586,0.42545943741228376
0.8,13,none,-,0.9117647058823529,0.7209302325581395,0.8051948051948051,nan,nan
0.8,13,abs,0.3,0.8313253012048193,0.8023255813953488,0.8165680473372782,0.2790443137880396,0.3767958083559596
0.8,13,abs,0.5,0.9850746268656716,0.7674418604651163,0.8627450980392157,0.28645241111143843,0.3709663041970796
0.8,13,abs,3,0.9852941176470589,0.7790697674418605,0.8701298701298702,0.32296531371523707,0.41179840947087437
0.8,13,abs,5,0.9714285714285714,0.7906976744186046,0.8717948717948717,0.3321058701286838,0.4390349742025137
0.8,14,none,-,0.6814159292035398,0.8555555555555555,0.7586206896551723,nan,nan
0.8,14,abs,0.3,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.25961796289439076,0.3431989258315298
0.8,14,abs,0.5,0.4900662251655629,0.8222222222222222,0.6141078838174273,0.257059155239523,0.3296245330293459
0.8,14,abs,3,0.958904109589041,0.7777777777777778,0.8588957055214723,0.28534017780753634,0.36906525464655715
0.8,14,abs,5,0.562962962962963,0.8444444444444444,0.6755555555555556,0.2954566147682782,0.3742209962620109
0.8,15,none,-,0.8842105263157894,0.8155339805825242,0.8484848484848484,nan,nan
0.8,15,abs,0.3,0.115625,0.3592233009708738,0.17494089834515367,0.15596464801311702,0.22020756234269356
0.8,15,abs,0.5,0.6641221374045801,0.8446601941747572,0.7435897435897436,0.26477920792707293,0.3610705166538537
0.8,15,abs,3,0.845360824742268,0.7961165048543689,0.82,0.30343189387812286,0.4112862274632789
0.8,15,abs,5,0.9550561797752809,0.8252427184466019,0.8854166666666667,0.29717199814557255,0.3897652097584796
0.8,16,none,-,0.9240506329113924,0.73,0.8156424581005587,nan,nan
0.8,16,abs,0.3,0.9125,0.73,0.811111111111111,0.2325420782205393,0.2914043185664923
0.8,16,abs,0.5,0.071875,0.23,0.10952380952380952,0.1601435502425849,0.22220862994436175
0.8,16,abs,3,0.9487179487179487,0.74,0.8314606741573033,0.2769657224877862,0.33201670735070365
0.8,16,abs,5,0.9012345679012346,0.73,0.8066298342541436,0.2922907054208098,0.3710177059947455
0.8,17,none,-,0.25287356321839083,0.673469387755102,0.36768802228412256,nan,nan
0.8,17,abs,0.3,0.7560975609756098,0.6326530612244898,0.6888888888888889,0.27022500648181236,0.35386909621593077
0.8,17,abs,0.5,0.8571428571428571,0.6122448979591837,0.7142857142857143,0.27424947081717965,0.3455123245585128
0.8,17,abs,3,0.9054054054054054,0.6836734693877551,0.7790697674418605,0.28969105745379226,0.35341554153274046
0.8,17,abs,5,0.9253731343283582,0.6326530612244898,0.7515151515151516,0.30024876843259524,0.3765049860376166
0.8,18,none,-,0.5048543689320388,0.6582278481012658,0.5714285714285714,nan,nan
0.8,18,abs,0.3,0.759493670886076,0.759493670886076,0.759493670886076,0.2423449358806595,0.3023685322897065
0.8,18,abs,0.5,0.6477272727272727,0.7215189873417721,0.6826347305389221,0.2596095161180946,0.324456763475956
0.8,18,abs,3,1.0,0.7848101265822784,0.8794326241134751,0.2903517491646406,0.3721025296642134
0.8,18,abs,5,0.8732394366197183,0.7848101265822784,0.8266666666666665,0.28949260781506675,0.3494564160031991
0.8,19,none,-,0.3901098901098901,0.7171717171717171,0.505338078291815,nan,nan
0.8,19,abs,0.3,0.1625,0.5252525252525253,0.24821002386634847,0.20769129634499078,0.26906633785822326
0.8,19,abs,0.5,0.8375,0.6767676767676768,0.7486033519553074,0.28397214761256157,0.36218548718551613
0.8,19,abs,3,0.9733333333333334,0.7373737373737373,0.839080459770115,0.30817861017245035,0.42178511605154545
0.8,19,abs,5,0.9342105263157895,0.7171717171717171,0.8114285714285714,0.31471280350839664,0.41552812227469293
