train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.7,10,abs,7,0.9090909090909091,0.821917808219178,0.8633093525179857,0.34203919617311457,0.3749102000515546
0.7,10,abs,10,0.8439716312056738,0.815068493150685,0.8292682926829269,0.38945626841387804,0.4456551337064779
0.7,11,abs,7,0.6863905325443787,0.8285714285714286,0.750809061488673,0.3798265447305369,0.6138325857138762
0.7,11,abs,10,0.7358490566037735,0.8357142857142857,0.7826086956521738,0.43662657230209356,0.4867308347026557
0.7,12,abs,7,0.6432432432432432,0.8321678321678322,0.725609756097561,0.3588042826349012,0.39069296690580274
0.7,12,abs,10,0.6149732620320856,0.8041958041958042,0.6969696969696969,0.36897079797058757,0.4006060324454472
0.7,13,abs,7,0.8461538461538461,0.7557251908396947,0.7983870967741935,0.3651439895326533,0.5927239364815599
0.7,13,abs,10,0.8306451612903226,0.7862595419847328,0.807843137254902,0.403267182269862,0.49240724807865227
0.7,14,abs,7,0.7786259541984732,0.7611940298507462,0.7698113207547169,0.403342200869548,0.48737523666533983
0.7,14,abs,10,0.7708333333333334,0.8283582089552238,0.7985611510791367,0.409639015977196,0.4918804162286075
0.7,15,abs,7,0.8774193548387097,0.8831168831168831,0.8802588996763754,0.4226912438793162,0.49551322373414514
0.7,15,abs,10,0.8159509202453987,0.8636363636363636,0.8391167192429022,0.3631167041650071,0.42186100046567027
0.7,16,abs,7,0.8529411764705882,0.7837837837837838,0.8169014084507041,0.3730894731207949,0.5151064282857833
0.7,16,abs,10,0.9,0.668918918918919,0.7674418604651163,0.3694722694807963,0.4984293345292594
0.7,17,abs,7,0.8869565217391304,0.7132867132867133,0.7906976744186047,0.23615726554745156,0.2821198955784846
0.7,17,abs,10,0.8222222222222222,0.7762237762237763,0.7985611510791367,0.3005838606368196,0.3100451767199526
0.7,18,abs,7,0.9009009009009009,0.78125,0.8368200836820082,0.24919278144450835,0.2907609914948401
0.7,18,abs,10,0.7874015748031497,0.78125,0.7843137254901962,0.30088933603774703,0.36892374437810116
0.7,19,abs,7,0.9242424242424242,0.7973856209150327,0.856140350877193,0.3973559904064183,0.5452945191423072
0.7,19,abs,10,0.7237569060773481,0.8562091503267973,0.7844311377245509,0.4231688529947248,0.5042505355247178
