hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1.5,1.0,0.0005,0.3,0.894783,0.44114612528738434,0.5472723058161918,0.6946476999437139,0.6122156768792807,0.3762292671305919,0.20164690382081688
