hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1.5,1.0,0.0005,0.3,0.970158,0.44656795995473814,0.6407490471800658,0.595724811953129,0.6174171864952834,0.37452296546525504,0.22858282068808383
