fold,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50,instance_recall,mean_vertex_dist
1,0.806969,0.34624790543906525,0.5821705278787763,0.4607457627118644,0.5143895177703395,0.24628880644841739,0.1414141414141414,0.40625,6.141383730322047
2,0.423721,0.4942669415099201,0.6567903348088728,0.6663813104055781,0.66155106263741,0.3149812415597057,0.2994652406417112,0.5217391304347826,4.4856784411701485
3,0.36035,0.3186210839667141,0.5692950020542545,0.4198213247516807,0.4832640518809678,0.3423923852280996,0.18339236521054705,0.7291666666666666,6.4898099081357525
4,0.446555,0.29927667269439423,0.43619591478146275,0.4880806094863603,0.46068197633959634,0.3335589919514637,0.07655502392344497,0.875,8.324345072737483
5,0.382482,0.2448516177126911,0.38660192971859564,0.400405819418379,0.39338281643973777,0.2037618319232052,0.006060606060606061,0.41935483870967744,6.691620276210729
6,0.399816,0.48178014268691466,0.7158602576584328,0.59569377088962,0.65027210016906,0.4897271262629944,0.5809899823831712,0.8666666666666667,6.7866476774737245
7,0.428371,0.35295554237540794,0.5676111295299788,0.48275398343723025,0.5217548268522079,0.3540708058697177,0.14393939393939395,0.8333333333333334,9.077964199354229
