train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.7,10,none,-,0.9425287356321839,0.5616438356164384,0.703862660944206,nan,nan
0.7,10,abs,0.1,0.9459459459459459,0.7191780821917808,0.8171206225680934,0.2943555865650419,0.3556766593283875
0.7,10,abs,0.3,0.9732142857142857,0.7465753424657534,0.8449612403100776,0.3327219830296093,0.4049606218245475
0.7,10,abs,0.5,0.8380281690140845,0.815068493150685,0.826388888888889,0.31925850122988525,0.3799536944728622
0.7,10,abs,0.7,0.9583333333333334,0.7876712328767124,0.8646616541353385,0.20364654911369406,0.23124218446250874
0.7,10,abs,1,0.9663865546218487,0.7876712328767124,0.8679245283018869,0.30891209103535555,0.34065925787039536
0.7,10,abs,3,0.8676470588235294,0.8082191780821918,0.8368794326241135,0.3905438672182321,0.4508094038304061
0.7,10,abs,5,0.9126984126984127,0.7876712328767124,0.8455882352941176,0.4254229009927959,0.522900752612994
0.7,11,none,-,0.9207920792079208,0.6642857142857143,0.7717842323651453,nan,nan
0.7,11,abs,0.1,0.9560439560439561,0.6214285714285714,0.7532467532467533,0.27758008770625836,0.35484038593287587
0.7,11,abs,0.3,0.9795918367346939,0.6857142857142857,0.8067226890756303,0.24814201050473275,0.27970262160067827
0.7,11,abs,0.5,0.8991596638655462,0.7642857142857142,0.8262548262548263,0.3176127366060516,0.38301787633443835
0.7,11,abs,0.7,0.9385964912280702,0.7642857142857142,0.84251968503937,0.3565843380545476,0.5193141173366057
0.7,11,abs,1,0.9553571428571429,0.7642857142857142,0.8492063492063492,0.3802252763417812,0.5333734207050574
0.7,11,abs,3,0.8968253968253969,0.8071428571428572,0.8496240601503758,0.40842205878448345,0.4649580091761265
0.7,11,abs,5,0.916030534351145,0.8571428571428571,0.8856088560885609,0.41782132648611986,0.589972842842721
0.7,12,none,-,0.22149122807017543,0.7062937062937062,0.33722871452420705,nan,nan
