invert_aug,seed,map50,map50_95
True,0,0.5282700643276717,0.24906419614057013
True,1,0.5039058849634941,0.23521972959935905
True,2,0.4461524683641017,0.2151659541023116
True,3,0.6458745799500967,0.3263766053531151
True,4,0.5818001805588111,0.26676806553874044
False,0,0.5230952338793116,0.23649822056926487
False,1,0.5242175534487734,0.2237447315128768
False,2,0.4316686167208386,0.19786207506563272
False,3,0.6371004173038054,0.3215730477186332
False,4,0.5547613942598115,0.24370624217471742
