seed,mode,lr,lam_att,best_epoch,val_P,val_R,val_F1,val_attn_iou
14,abs,0.0002,10,130,0.8214285714285714,0.8518518518518519,0.8363636363636364,0.38777292576419214
14,abs,0.0005,0.1,95,0.8448275862068966,0.9074074074074074,0.875,0.36284173330853636
14,abs,0.0005,0.3,140,0.8846153846153846,0.8518518518518519,0.8679245283018868,0.3879770992366412
14,abs,0.0005,0.5,150,0.8392857142857143,0.8703703703703703,0.8545454545454546,0.40417419225366247
14,abs,0.0005,0.7,145,0.8775510204081632,0.7962962962962963,0.8349514563106796,0.3622895622895623
14,abs,0.0005,1.0,140,0.8305084745762712,0.9074074074074074,0.8672566371681415,0.40360435875943
14,abs,0.0005,3,150,0.8135593220338984,0.8888888888888888,0.8495575221238938,0.42778793418647165
14,abs,0.0005,5,100,0.7692307692307693,0.9259259259259259,0.8403361344537816,0.4299168975069252
14,abs,0.0005,7,40,0.7741935483870968,0.8888888888888888,0.8275862068965517,0.38523908523908523
14,abs,0.0005,10,115,0.8103448275862069,0.8703703703703703,0.8392857142857144,0.4197866149369544
14,abs,0.001,0.1,120,0.7966101694915254,0.8703703703703703,0.8318584070796461,0.38556094182825484
14,abs,0.001,0.3,120,0.8846153846153846,0.8518518518518519,0.8679245283018868,0.4146712276700874
14,abs,0.001,0.5,105,0.8596491228070176,0.9074074074074074,0.8828828828828829,0.4060049722700325
14,abs,0.001,0.7,90,0.9056603773584906,0.8888888888888888,0.897196261682243,0.3965014577259475
14,abs,0.001,1.0,120,0.8679245283018868,0.8518518518518519,0.8598130841121496,0.3935633151030711
14,abs,0.001,3,85,0.8135593220338984,0.8888888888888888,0.8495575221238938,0.4162990968283974
14,abs,0.001,5,65,0.8275862068965517,0.8888888888888888,0.8571428571428572,0.42771684945164506
14,abs,0.001,7,70,0.8727272727272727,0.8888888888888888,0.8807339449541284,0.42241222484991814
14,abs,0.001,10,85,0.819672131147541,0.9259259259259259,0.8695652173913043,0.43147620984139895
15,none,0.0002,-,150,0.6666666666666666,0.8846153846153846,0.7603305785123966,nan
15,none,0.0005,-,130,0.7627118644067796,0.8653846153846154,0.8108108108108109,nan
15,none,0.001,-,110,0.8653846153846154,0.8653846153846154,0.8653846153846154,nan
15,abs,0.0002,0.1,150,0.8214285714285714,0.8846153846153846,0.8518518518518519,0.3767767767767768
15,abs,0.0002,0.3,85,0.8627450980392157,0.8461538461538461,0.854368932038835,0.33723196881091616
15,abs,0.0002,0.5,95,0.8301886792452831,0.8461538461538461,0.8380952380952382,0.36721611721611724
15,abs,0.0002,0.7,45,0.8103448275862069,0.9038461538461539,0.8545454545454546,0.33492296404988997
15,abs,0.0002,1.0,45,0.8703703703703703,0.9038461538461539,0.8867924528301887,0.349857781389679
15,abs,0.0002,3,75,0.7931034482758621,0.8846153846153846,0.8363636363636363,0.38029072253099616
15,abs,0.0002,5,135,0.8035714285714286,0.8653846153846154,0.8333333333333334,0.4076618779929211
15,abs,0.0002,7,135,0.7704918032786885,0.9038461538461539,0.8318584070796459,0.41002277904328016
15,abs,0.0002,10,145,0.7377049180327869,0.8653846153846154,0.7964601769911505,0.37185152452496684
15,abs,0.0005,0.1,85,0.8,0.8461538461538461,0.8224299065420562,0.3557287278854254
15,abs,0.0005,0.3,120,0.8,0.9230769230769231,0.8571428571428571,0.3851264466352336
15,abs,0.0005,0.5,150,0.8103448275862069,0.9038461538461539,0.8545454545454546,0.3980046699214604
15,abs,0.0005,0.7,60,0.8421052631578947,0.9230769230769231,0.8807339449541285,0.30668257756563244
15,abs,0.0005,1.0,100,0.9038461538461539,0.9038461538461539,0.9038461538461539,0.3955885384456813
15,abs,0.0005,3,65,0.8363636363636363,0.8846153846153846,0.8598130841121494,0.37917654666954087
15,abs,0.0005,5,85,0.9,0.8653846153846154,0.8823529411764707,0.38308115543328747
15,abs,0.0005,7,85,0.8571428571428571,0.9230769230769231,0.888888888888889,0.40762399826727314
15,abs,0.0005,10,95,0.7741935483870968,0.9230769230769231,0.8421052631578947,0.40448756822316556
15,abs,0.001,0.1,130,0.8333333333333334,0.8653846153846154,0.8490566037735849,0.3868375325803649
15,abs,0.001,0.3,115,0.8703703703703703,0.9038461538461539,0.8867924528301887,0.41096446700507616
15,abs,0.001,0.5,95,0.8214285714285714,0.8846153846153846,0.8518518518518519,0.4122824173674946
15,abs,0.001,0.7,60,0.8867924528301887,0.9038461538461539,0.8952380952380953,0.31824747231584016
15,abs,0.001,1.0,85,0.8727272727272727,0.9230769230769231,0.897196261682243,0.3682083520431073
15,abs,0.001,3,45,0.8545454545454545,0.9038461538461539,0.8785046728971962,0.3705116696588869
15,abs,0.001,5,50,0.8269230769230769,0.8269230769230769,0.8269230769230769,0.40569620253164557
