train_frac,seed,config,lam_att,bbox_P,bbox_R,bbox_F1,attn_band_iou,attn_gap
0.7,0,none,-,0.7191780821917808,0.7191780821917808,0.7191780821917809,nan,nan
0.7,0,abs,1,0.918918918918919,0.6986301369863014,0.7937743190661479,0.3300309422894071,0.4290652477182448
0.7,1,none,-,0.7872340425531915,0.5522388059701493,0.649122807017544,nan,nan
0.7,1,abs,1,0.4681818181818182,0.7686567164179104,0.5819209039548023,0.29876399539964454,0.35921639265522926
0.7,2,none,-,0.9313725490196079,0.7089552238805971,0.8050847457627119,nan,nan
0.7,2,abs,1,0.93,0.6940298507462687,0.7948717948717949,0.3106087713360089,0.3520267454546906
0.7,3,none,-,0.9090909090909091,0.656934306569343,0.7627118644067796,nan,nan
0.7,3,abs,1,0.981651376146789,0.781021897810219,0.8699186991869919,0.3578331941295788,0.47068227857939504
0.7,4,none,-,0.9594594594594594,0.5144927536231884,0.669811320754717,nan,nan
0.7,4,abs,1,0.9801980198019802,0.717391304347826,0.8284518828451881,0.32485399641748014,0.5150386930541381
