hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou,mAP50
1.5,1.0,0.0005,0.3,0.931976,0.4384719290840017,0.6716541440893866,0.5581022995916612,0.6096357116446677,0.39448247173029294,0.2682100508187465
